first_name,second_name,id,web_name,now_cost,cost_change_start,element_type,selected_by_percent,team,team_code,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps
Ezequiel,Schelotto,546,Schelotto,40,0,2,0.5,4,36,4,123,0,0,0,4,0,0,0,0,17
Ben,Mee,83,Mee,50,0,2,0.8,5,90,54,1980,0,0,7,37,3,0,0,0,345
James,Tarkowski,84,Tarkowski,51,1,2,3.8,5,90,73,1980,1,2,7,37,5,0,0,9,378
Matthew,Lowton,85,Lowton,42,-3,2,0.4,5,90,29,1170,0,1,3,26,2,0,0,0,191
Phil,Bardsley,86,Bardsley,43,-2,2,0.2,5,90,27,810,0,0,4,11,2,0,0,0,140
Charlie,Taylor,87,Taylor,42,-3,2,0.8,5,90,26,745,0,0,3,8,1,0,0,1,125
Kevin,Long,88,Long,43,-2,2,0.1,5,90,1,2,0,0,0,0,0,0,0,0,2
Ben,Gibson,89,Gibson,39,-1,2,2.5,5,90,0,0,0,0,0,0,0,0,0,0,0
Ashley,Barnes,90,Barnes,62,-3,4,2.6,5,90,61,1350,6,0,8,21,4,0,0,6,161
Chris,Wood,91,Wood,62,-3,4,0.9,5,90,77,1648,8,0,8,25,1,0,0,9,198
Matej,Vydra,92,Vydra,53,-2,4,0.1,5,90,9,100,0,1,0,1,0,0,0,0,20
Nick,Pope,93,Pope,46,1,1,12.9,5,90,77,1980,0,0,7,37,0,0,63,7,415
Joe,Hart,95,Hart,42,-3,1,1.1,5,90,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,96,Gudmundsson,59,-1,3,0.4,5,90,20,398,1,0,3,4,0,0,0,1,66
Dwight,McNeil,97,McNeil,60,0,3,0.5,5,90,68,1899,1,5,8,35,4,0,0,1,290
Robbie,Brady,98,Brady,55,0,3,0.0,5,90,28,394,1,2,1,10,1,0,0,0,99
Steven,Defour,99,Defour,55,0,3,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Jeff,Hendrick,100,Hendrick,54,-1,3,0.1,5,90,49,1302,2,1,6,27,5,0,0,4,150
Ashley,Westwood,101,Westwood,54,-1,3,0.4,5,90,61,1710,0,6,7,26,7,0,0,5,280
Jack,Cork,102,Cork,49,-1,3,0.2,5,90,45,1735,0,0,6,33,0,0,0,0,205
Aaron,Lennon,430,Lennon,46,-4,3,0.1,5,90,13,475,0,0,0,15,3,0,0,0,46
Erik,Pieters,447,Pieters,43,-2,2,4.9,5,90,42,1233,0,3,3,29,1,0,0,7,226
Jay,Rodriguez,451,Rodriguez,57,-3,4,0.2,5,90,40,769,3,0,0,23,1,0,0,3,114
Bailey,Peacock-Farrell,495,Peacock-Farrell,44,-1,1,0.1,5,90,0,0,0,0,0,0,0,0,0,0,0
Mace,Goodridge,571,Goodridge,45,0,3,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,572,Driscoll-Glennon,40,0,2,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Abd-Al-Ali Morakinyo Olaposi,Koiki,596,Koiki,40,0,2,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Marcos,Alonso,103,Alonso,60,-5,2,2.1,6,8,47,588,1,3,4,4,3,0,0,5,181
Antonio,Rüdiger,104,Rüdiger,60,0,2,0.3,6,8,18,585,0,0,2,5,2,0,0,0,114
César,Azpilicueta,105,Azpilicueta,58,-2,2,5.4,6,8,68,1789,1,3,4,28,0,0,0,7,366
Emerson,Palmieri dos Santos,107,Emerson,55,0,2,0.8,6,8,18,915,0,0,1,18,1,0,0,0,167
Andreas,Christensen,108,Christensen,49,-1,2,0.6,6,8,17,761,0,0,2,15,2,0,0,0,144
Davide,Zappacosta,109,Zappacosta,43,-2,2,0.2,6,8,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,110,Giroud,66,-4,4,1.0,6,8,7,190,0,0,1,5,0,0,0,0,16
Kepa,Arrizabalaga,111,Kepa,55,0,1,5.1,6,8,60,1980,0,0,5,29,0,0,40,0,349
Willy,Caballero,112,Caballero,48,-2,1,0.2,6,8,0,0,0,0,0,0,0,0,0,0,0
Willian,Borges Da Silva,113,Willian,72,2,3,6.7,6,8,92,1540,4,5,7,16,2,0,0,14,396
Pedro,Rodríguez Ledesma,114,Pedro,68,-2,3,1.1,6,8,10,310,0,0,1,6,0,0,0,0,40
Ruben,Loftus-Cheek,115,Loftus-Cheek,63,-2,3,0.1,6,8,0,0,0,0,0,0,0,0,0,0,0
Callum,Hudson-Odoi,116,Hudson-Odoi,53,-7,3,0.6,6,8,36,498,1,3,2,7,1,0,0,3,124
Ross,Barkley,117,Barkley,56,-4,3,1.3,6,8,12,425,0,0,2,5,0,0,0,0,54
Jorge Luiz,Frello Filho,118,Jorginho,49,-1,3,3.4,6,8,63,1513,3,3,4,22,8,0,0,6,360
N'Golo,Kanté,119,Kanté,50,0,3,4.4,6,8,42,1124,3,0,2,16,3,0,0,2,211
Ethan,Ampadu,121,Ampadu,44,-1,3,0.0,6,8,0,0,0,0,0,0,0,0,0,0,0
Christian,Pulisic,431,Pulisic,70,-5,3,4.6,6,8,70,1069,5,3,3,19,0,0,0,5,217
Mateo,Kovacic,432,Kovacic,53,-2,3,1.0,6,8,48,1327,1,3,2,23,6,0,0,4,316
Kurt,Zouma,459,Zouma,47,-3,2,2.0,6,8,37,1668,0,0,3,26,3,0,0,1,281
Tammy,Abraham,460,Abraham,78,8,4,34.0,6,8,121,1660,13,4,6,22,2,0,0,20,383
Michy,Batshuayi,461,Batshuayi,66,-4,4,0.5,6,8,23,118,1,2,0,4,0,0,0,1,57
Robert Kenedy,Nunes do Nascimento,462,Kenedy,53,-2,3,0.0,6,8,0,0,0,0,0,0,0,0,0,0,0
Mason,Mount,463,Mount,62,2,3,18.6,6,8,85,1801,5,3,6,25,3,0,0,6,314
Reece,James,506,James,50,0,2,0.4,6,8,31,601,0,2,2,7,1,0,0,3,168
Fikayo,Tomori,529,Tomori,47,2,2,3.4,6,8,47,1228,1,0,4,16,3,0,0,7,255
Billy,Gilmour,533,Gilmour,45,0,3,0.0,6,8,2,9,0,0,0,1,0,0,0,0,5
Addji Keaninkin Marc-Israel,Guehi,545,Guehi,40,0,2,0.1,6,8,0,0,0,0,0,0,0,0,0,0,0
Tariq,Lamptey,586,Lamptey,40,0,2,0.1,6,8,1,31,0,0,0,0,0,0,0,0,8
Patrick,van Aanholt,123,van Aanholt,55,0,2,4.7,7,31,55,1442,2,0,4,20,0,0,0,3,273
James,Tomkins,124,Tomkins,50,0,2,0.8,7,31,45,1252,1,1,3,16,3,0,0,4,219
Mamadou,Sakho,125,Sakho,50,0,2,0.1,7,31,7,465,0,0,0,8,0,1,0,0,69
Joel,Ward,126,Ward,43,-2,2,1.1,7,31,38,1102,0,1,3,15,2,0,0,5,197
Scott,Dann,127,Dann,43,-2,2,0.1,7,31,15,335,0,1,1,2,0,0,0,0,71
Martin,Kelly,128,Kelly,44,4,2,31.0,7,31,62,1396,0,1,6,12,0,0,0,4,264
Christian,Benteke,129,Benteke,57,-3,4,0.5,7,31,17,486,0,0,1,7,2,0,0,0,53
Connor,Wickham,130,Wickham,44,-1,4,2.2,7,31,13,60,1,1,0,0,0,0,0,2,41
Vicente,Guaita,131,Guaita,51,1,1,2.9,7,31,82,1800,0,0,6,20,1,0,59,10,369
Wayne,Hennessey,132,Hennessey,43,-2,1,0.6,7,31,6,180,0,0,0,4,0,0,13,0,42
Wilfried,Zaha,133,Zaha,68,-2,3,9.9,7,31,73,1915,3,3,5,24,3,0,0,4,209
Luka,Milivojevic,134,Milivojevic,67,-3,3,2.1,7,31,58,1785,2,1,6,22,8,0,0,7,271
Andros,Townsend,135,Townsend,56,-4,3,1.0,7,31,33,778,1,1,3,12,0,0,0,0,138
Max,Meyer,136,Meyer,52,-3,3,0.1,7,31,15,481,0,0,1,6,1,0,0,0,35
Jeffrey,Schlupp,137,Schlupp,55,0,3,0.1,7,31,40,856,2,1,4,12,2,0,0,3,121
James,McArthur,138,McArthur,52,-3,3,0.7,7,31,57,1822,0,3,7,17,3,0,0,2,252
Cheikhou,Kouyaté,139,Kouyaté,49,-1,3,0.2,7,31,58,1547,1,2,6,18,1,0,0,4,194
Luke,Dreher,140,Dreher,43,-2,3,0.1,7,31,0,0,0,0,0,0,0,0,0,0,0
Cenk,Tosun,146,Tosun,57,-3,4,0.1,7,31,13,310,1,0,1,4,0,0,0,0,42
James,McCarthy,157,McCarthy,44,-1,3,0.6,7,31,18,619,0,0,0,9,4,0,0,0,82
Jordan,Ayew,468,Ayew,50,0,4,7.3,7,31,83,1752,6,1,8,19,3,0,0,17,264
Gary,Cahill,503,Cahill,44,-1,2,1.1,7,31,33,1170,0,0,3,18,1,0,0,3,210
Víctor,Camarasa,510,Camarasa,45,-5,3,0.2,7,31,1,5,0,0,0,0,0,0,0,0,3
Jairo,Riedewald,539,Riedewald,45,0,3,0.0,7,31,9,385,0,0,0,3,0,0,0,0,60
Stephen,Henderson,556,Henderson,40,0,1,0.4,7,31,0,0,0,0,0,0,0,0,0,0,0
Sam,Woods,578,Woods,40,0,2,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
Tyrick,Mitchell,579,Mitchell,40,0,2,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
Brandon,Pierrick,580,Pierrick,45,0,3,0.0,7,31,1,7,0,0,0,0,0,0,0,0,5
James,Daly,581,Daly,45,0,4,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
Nya,Kirby,588,Kirby,45,0,3,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
Alex,Iwobi,17,Iwobi,56,-4,3,0.9,8,11,35,1039,1,0,1,21,0,0,0,2,155
Lucas,Digne,141,Digne,57,-3,2,12.2,8,11,72,1791,0,4,6,30,2,0,0,10,377
Yerry,Mina,142,Mina,53,-2,2,2.1,8,11,49,1635,0,0,5,27,2,0,0,5,298
Michael,Keane,143,Keane,53,-2,2,2.1,8,11,50,1459,1,0,4,26,0,0,0,3,261
Seamus,Coleman,144,Coleman,53,-2,2,1.2,8,11,29,963,0,1,3,16,3,1,0,2,182
Leighton,Baines,145,Baines,49,-1,2,0.2,8,11,8,152,0,1,0,2,0,0,0,0,38
Dominic,Calvert-Lewin,147,Calvert-Lewin,59,-1,4,6.9,8,11,70,1307,8,0,5,21,5,0,0,9,244
Jordan,Pickford,148,Pickford,53,-2,1,7.2,8,11,71,1980,0,0,6,32,1,0,58,3,385
Maarten,Stekelenburg,149,Stekelenburg,40,0,1,7.8,8,11,0,0,0,0,0,0,0,0,0,0,0
Richarlison,de Andrade,150,Richarlison,81,1,3,13.3,8,11,108,1902,8,4,6,31,4,0,0,10,340
Gylfi,Sigurdsson,151,Sigurdsson,73,-7,3,2.6,8,11,55,1571,1,2,5,26,2,0,0,2,255
Bernard,Anício Caldeira Duarte,152,Bernard,64,-1,3,0.6,8,11,42,723,2,1,6,6,2,0,0,5,140
Theo,Walcott,153,Walcott,62,-3,3,0.4,8,11,30,693,0,2,2,8,1,0,0,0,68
Tom,Davies,154,Davies,53,-2,3,0.2,8,11,36,1096,1,1,3,18,6,0,0,3,130
Ademola,Lookman,155,Lookman,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Idrissa,Gueye,156,Gueye,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Morgan,Schneiderlin,158,Schneiderlin,44,-1,3,0.6,8,11,13,737,0,0,1,14,3,1,0,0,86
Fabian,Delph,205,Delph,53,-2,2,0.2,8,11,22,856,0,0,2,16,3,0,0,2,150
André Filipe,Tavares Gomes,422,André Gomes,52,-3,3,0.3,8,11,13,584,0,0,2,8,3,0,0,0,71
Lewis,Gibson,477,Gibson,43,-2,2,0.1,8,11,0,0,0,0,0,0,0,0,0,0,0
Mason,Holgate,478,Holgate,44,-1,2,1.4,8,11,40,1188,0,2,3,19,2,0,0,2,230
Jonas,Lössl,479,Lössl,43,-2,1,0.3,8,11,0,0,0,0,0,0,0,0,0,0,0
Moise,Kean,496,Kean,64,-6,4,1.4,8,11,22,454,0,1,0,11,0,0,0,0,40
Jean-Philippe,Gbamin,497,Gbamin,48,-2,3,0.0,8,11,4,135,0,0,1,0,0,0,0,0,14
Djibril,Sidibé,511,Sidibé,54,-1,2,2.2,8,11,57,1119,0,4,4,16,2,0,0,9,270
Beni,Baningime,557,Baningime,45,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,561,Gordon,45,0,4,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,570,Niasse,45,0,4,0.0,8,11,1,1,0,0,0,0,0,0,0,0,2
Rhu-endly,Martina,577,Cuco Martina,40,0,2,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Ricardo Domingos,Barbosa Pereira,159,Pereira,64,4,2,14.5,9,13,93,1890,2,1,8,20,1,0,0,10,434
Benjamin,Chilwell,161,Chilwell,57,2,2,10.8,9,13,76,1609,1,3,7,18,1,0,0,3,348
Jonny,Evans,162,Evans,53,3,2,7.0,9,13,87,1944,1,2,8,21,3,0,0,7,450
Christian,Fuchs,163,Fuchs,43,-2,2,0.4,9,13,21,454,0,0,2,3,0,0,0,2,89
Çaglar,Söyüncü,164,Söyüncü,51,6,2,19.6,9,13,82,1890,1,1,8,20,4,0,0,8,458
Wes,Morgan,165,Morgan,41,-4,2,0.6,9,13,7,152,0,0,0,1,0,0,0,0,29
Jamie,Vardy,166,Vardy,100,10,4,50.5,9,13,149,1800,17,6,7,20,2,0,0,25,550
Kelechi,Iheanacho,167,Iheanacho,57,-3,4,0.4,9,13,31,313,3,2,1,4,1,0,0,5,111
Kasper,Schmeichel,168,Schmeichel,54,4,1,16.0,9,13,88,1980,0,0,8,21,0,0,61,3,416
Eldin,Jakupovic,169,Jakupovic,43,-2,1,0.1,9,13,0,0,0,0,0,0,0,0,0,0,0
Danny,Ward,170,Ward,43,-2,1,0.2,9,13,0,0,0,0,0,0,0,0,0,0,0
James,Maddison,171,Maddison,77,7,3,26.5,9,13,105,1769,6,5,7,18,2,0,0,14,398
