first_name,second_name,id,web_name,now_cost,cost_change_start,element_type,selected_by_percent,team,team_code,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps
Luke,Freeman,441,Freeman,51,-4,3,0.1,15,49,11,322,0,0,1,4,2,0,0,0,32
Phil,Jagielka,444,Jagielka,42,-3,2,0.4,15,49,4,128,0,0,0,3,0,0,0,0,31
Callum,Robinson,453,Robinson,51,-4,3,0.3,15,49,30,576,1,2,2,5,1,0,0,1,56
Ravel,Morrison,456,Morrison,46,-4,3,0.1,15,49,1,12,0,0,0,0,0,0,0,0,0
Dean,Henderson,471,Henderson,48,3,1,8.6,15,49,76,1530,0,1,7,13,2,0,44,5,325
Ben,Osborn,472,Osborn,47,-3,3,0.0,15,49,4,51,0,0,0,0,0,0,0,0,17
Oliver,McBurnie,501,McBurnie,57,-3,4,0.1,15,49,36,704,3,0,4,9,2,0,0,3,129
Michael,Verrips,521,Verrips,44,-1,1,0.0,15,49,0,0,0,0,0,0,0,0,0,0,0
Muhamed,Bešić,522,Bešić,44,-1,3,0.1,15,49,4,46,0,0,0,0,0,0,0,0,20
Leon,Clarke,547,Clarke,45,0,4,0.1,15,49,1,13,0,0,0,0,0,0,0,0,-1
Jannik,Vestergaard,304,Vestergaard,48,-2,2,2.8,16,20,32,933,1,0,2,21,1,0,0,6,187
Ryan,Bertrand,305,Bertrand,48,-2,2,0.6,16,20,17,1032,1,1,0,30,2,1,0,0,128
Yan,Valery,306,Valery,46,-4,2,0.2,16,20,9,554,0,1,0,18,1,0,0,0,64
Jan,Bednarek,307,Bednarek,44,-1,2,0.7,16,20,30,1617,0,0,2,37,1,0,0,1,258
Jack,Stephens,308,Stephens,43,-2,2,0.2,16,20,23,837,1,1,0,18,0,0,0,2,136
Maya,Yoshida,310,Yoshida,43,-2,2,0.3,16,20,10,558,0,0,1,18,1,0,0,1,85
Kayne,Ramsay,311,Ramsay,39,-1,2,1.6,16,20,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,312,Austin,60,0,4,0.0,16,20,0,0,0,0,0,0,0,0,0,0,0
Danny,Ings,313,Ings,65,5,4,13.7,16,20,99,1250,11,1,1,25,1,0,0,21,360
Michael,Obafemi,314,Obafemi,49,-1,4,0.2,16,20,8,188,0,0,0,5,0,0,0,0,20
Shane,Long,315,Long,46,-4,4,2.1,16,20,21,491,0,2,0,9,0,0,0,0,47
Sam,Gallagher,316,Gallagher,45,0,4,0.0,16,20,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,317,Forster,43,-2,1,0.3,16,20,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,318,McCarthy,43,-2,1,0.7,16,20,17,720,0,0,0,12,0,0,24,0,119
Angus,Gunn,319,Gunn,44,-1,1,1.9,16,20,29,900,0,0,2,25,0,0,30,3,166
Nathan,Redmond,320,Redmond,62,-3,3,0.6,16,20,37,1338,1,0,1,34,1,0,0,2,149
James,Ward-Prowse,321,Ward-Prowse,59,-1,3,2.1,16,20,65,1620,4,2,2,37,3,0,0,6,298
Mohamed,Elyounoussi,322,Elyounoussi,53,-2,3,0.0,16,20,0,0,0,0,0,0,0,0,0,0,0
Stuart,Armstrong,323,Armstrong,52,-3,3,0.1,16,20,18,431,0,1,0,10,1,0,0,0,42
Mario,Lemina,324,Lemina,47,-3,3,0.1,16,20,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,Højbjerg,325,Højbjerg,48,-2,3,0.4,16,20,38,1457,0,2,2,33,4,0,0,1,204
Tyreke,Johnson,326,Johnson,44,-1,3,0.0,16,20,0,0,0,0,0,0,0,0,0,0,0
Callum,Slattery,327,Slattery,44,-1,3,0.4,16,20,0,0,0,0,0,0,0,0,0,0,0
Oriol,Romeu Vidal,328,Oriol Romeu,44,-1,3,0.9,16,20,27,1121,0,0,2,28,2,0,0,0,171
Che,Adams,437,Adams,53,-7,4,0.3,16,20,22,486,0,1,2,7,0,0,0,0,39
Moussa,Djenepo,438,Djenepo,52,-3,3,0.1,16,20,30,556,2,1,1,8,3,0,0,3,116
Wesley,Hoedt,485,Hoedt,43,-2,2,0.0,16,20,0,0,0,0,0,0,0,0,0,0,0
Cédric,Soares,486,Cédric,48,-2,2,0.2,16,20,19,836,0,0,1,13,1,0,0,0,115
Sofiane,Boufal,508,Boufal,55,0,3,0.1,16,20,25,480,0,3,1,11,1,0,0,0,75
Kevin,Danso,532,Danso,43,-2,2,0.0,16,20,9,275,0,1,1,8,0,1,0,0,46
Daniel,N'Lundulu,535,N'Lundulu,45,0,4,0.1,16,20,0,0,0,0,0,0,0,0,0,0,0
Harry,Lewis,548,Lewis,40,0,1,0.1,16,20,0,0,0,0,0,0,0,0,0,0,0
Ben,Davies,329,Davies,54,-1,2,0.1,17,6,8,360,0,0,0,6,1,0,0,0,43
Jan,Vertonghen,330,Vertonghen,52,-3,2,1.9,17,6,36,973,1,1,2,16,1,0,0,4,208
Toby,Alderweireld,331,Alderweireld,54,-1,2,5.6,17,6,38,1530,0,2,2,25,2,0,0,1,288
Danny,Rose,332,Rose,53,-2,2,1.4,17,6,15,823,0,0,1,13,5,0,0,0,129
Davinson,Sánchez,333,Sánchez,53,-2,2,1.0,17,6,21,1215,0,0,1,20,3,0,0,0,210
Kieran,Trippier,334,Trippier,55,0,2,0.1,17,6,0,0,0,0,0,0,0,0,0,0,0
Juan,Foyth,335,Foyth,49,-1,2,0.0,17,6,2,21,0,0,0,2,1,0,0,0,9
Serge,Aurier,336,Aurier,51,1,2,8.0,17,6,50,1084,0,4,3,16,0,1,0,10,268
Kyle,Walker-Peters,337,Walker-Peters,44,-6,2,0.6,17,6,5,241,0,0,0,4,0,0,0,0,44
Harry,Kane,338,Kane,109,-1,4,19.8,17,6,86,1524,9,2,2,25,2,0,0,12,307
Vincent,Janssen,339,Janssen,45,0,4,0.1,17,6,0,0,0,0,0,0,0,0,0,0,0
Hugo,Lloris,340,Lloris,53,-2,1,3.4,17,6,23,548,0,0,1,8,0,0,30,0,123
Paulo,Gazzaniga,341,Gazzaniga,46,1,1,4.4,17,6,34,1072,0,0,1,18,1,0,44,3,198
Heung-Min,Son,342,Son,100,5,3,17.2,17,6,89,1294,5,9,2,21,0,2,0,10,300
Christian,Eriksen,343,Eriksen,86,-4,3,2.8,17,6,33,775,1,2,1,13,3,0,0,3,135
Bamidele,Alli,344,Alli,88,3,3,14.4,17,6,63,893,5,3,2,12,2,0,0,8,216
Lucas,Rodrigues Moura da Silva,345,Lucas Moura,71,-4,3,5.3,17,6,50,797,4,1,1,11,0,0,0,1,158
Erik,Lamela,346,Lamela,57,-3,3,1.2,17,6,32,602,2,2,1,9,2,0,0,2,130
Harry,Winks,347,Winks,52,-3,3,0.3,17,6,22,927,0,0,1,18,4,0,0,0,164
Victor,Wanyama,348,Wanyama,48,-2,3,0.1,17,6,1,24,0,0,0,2,1,0,0,0,5
Moussa,Sissoko,349,Sissoko,49,-1,3,2.3,17,6,47,1508,2,1,3,23,4,0,0,0,257
Eric,Dier,350,Dier,49,-1,3,0.2,17,6,14,597,0,1,1,11,4,0,0,0,65
Luke,Amos,351,Amos,45,0,3,0.0,17,6,0,0,0,0,0,0,0,0,0,0,0
Oliver,Skipp,352,Skipp,44,-1,3,0.5,17,6,3,12,0,0,0,0,0,0,0,0,8
Tanguy,Ndombele,442,Ndombele,58,-2,3,2.5,17,6,33,683,2,1,1,10,2,0,0,2,148
Troy,Parrott,509,Parrott,44,-1,4,0.8,17,6,1,5,0,0,0,0,0,0,0,0,3
Giovani,Lo Celso,523,Lo Celso,73,-2,3,0.2,17,6,9,160,0,0,0,3,0,0,0,0,33
Ryan,Sessegnon,524,Sessegnon,54,-1,3,0.1,17,6,2,16,0,0,0,0,0,0,0,0,6
Georges-Kévin,Nkoudou,527,Nkoudou,50,0,3,0.0,17,6,1,2,0,0,0,0,0,0,0,0,3
Alfie,Whiteman,543,Whiteman,40,0,1,0.5,17,6,0,0,0,0,0,0,0,0,0,0,0
Michel,Vorm,555,Vorm,43,-2,1,0.0,17,6,0,0,0,0,0,0,0,0,0,0,0
Brandon,Austin,558,Austin,40,0,1,0.2,17,6,0,0,0,0,0,0,0,0,0,0,0
José,Holebas,353,Holebas,47,-3,2,0.8,18,57,15,974,0,0,2,25,5,0,0,0,135
Christian,Kabasele,354,Kabasele,43,-2,2,0.2,18,57,39,874,0,1,5,8,1,1,0,3,182
Adam,Masina,355,Masina,43,-2,2,0.1,18,57,14,479,0,0,2,9,2,0,0,0,63
Adrian,Mariappa,356,Mariappa,42,-3,2,0.2,18,57,10,630,0,0,1,18,1,0,0,0,96
Francisco,Femenía Far,357,Kiko Femenía,42,-3,2,0.5,18,57,20,1105,0,0,2,27,4,0,0,0,187
Craig,Cathcart,358,Cathcart,43,-2,2,1.4,18,57,42,1369,0,0,5,21,3,0,0,1,249
Daryl,Janmaat,359,Janmaat,42,-3,2,0.9,18,57,36,606,0,1,4,5,1,0,0,7,148
Marc,Navarro,360,Navarro,39,-1,2,0.4,18,57,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prödl,361,Prödl,40,0,2,1.2,18,57,1,56,0,0,0,0,0,0,0,0,3
Troy,Deeney,362,Deeney,62,-3,4,0.6,18,57,17,554,1,0,2,8,0,0,0,0,62
Gerard,Deulofeu,363,Deulofeu,61,-4,4,2.0,18,57,50,1283,2,2,5,24,2,0,0,6,193
Andre,Gray,364,Gray,56,-4,4,0.4,18,57,29,686,2,0,0,16,1,0,0,2,93
Isaac,Success Ajayi,365,Success,48,-2,4,0.4,18,57,4,50,0,0,0,2,0,0,0,0,11
Ben,Foster,366,Foster,48,-2,1,1.9,18,57,70,1620,0,0,5,32,0,0,61,13,341
Pontus,Dahlberg,367,Dahlberg,43,-2,1,0.1,18,57,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye,Doucouré,368,Doucouré,56,-4,3,0.9,18,57,41,1561,1,0,5,31,5,0,0,2,211
Roberto,Pereyra,369,Pereyra,56,-4,3,0.6,18,57,26,826,1,0,4,10,3,0,0,0,83
Will,Hughes,370,Hughes,54,-1,3,0.4,18,57,39,1019,1,1,4,21,3,0,0,3,133
Tom,Cleverley,371,Cleverley,48,-2,3,0.1,18,57,24,645,1,0,1,17,0,0,0,2,120
Ken,Sema,372,Sema,48,-2,3,0.0,18,57,0,0,0,0,0,0,0,0,0,0,0
Etienne,Capoue,373,Capoue,48,-2,3,0.3,18,57,29,1148,0,1,3,28,4,0,0,1,161
Nathaniel,Chalobah,374,Chalobah,44,-1,3,0.2,18,57,9,280,0,0,0,5,0,0,0,0,41
Domingos,Quina,375,Quina,44,-1,3,0.1,18,57,3,14,0,0,0,2,0,0,0,0,8
Craig,Dawson,439,Dawson,48,-2,2,0.2,18,57,20,1068,0,0,2,23,3,0,0,0,158
Danny,Welbeck,512,Welbeck,58,-2,4,0.1,18,57,7,208,0,0,1,2,0,0,0,0,13
Heurelho da Silva,Gomes,513,Gomes,44,-1,1,0.2,18,57,0,0,0,0,0,0,0,0,0,0,0
Ismaïla,Sarr,525,Sarr,62,-3,3,0.2,18,57,34,635,2,1,2,12,0,0,0,2,89
Dimitri,Foulquier,542,Foulquier,40,0,2,0.2,18,57,1,57,0,0,0,6,0,0,0,0,12
Ayotomiwa,Dele-Bashiru,563,Dele-Bashiru,45,0,3,0.0,18,57,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,376,Cresswell,47,-3,2,1.4,19,21,47,1033,3,0,3,20,4,0,0,5,176
Angelo,Ogbonna,377,Ogbonna,45,0,2,1.1,19,21,50,1170,2,0,5,16,2,0,0,0,233
Arthur,Masuaku,378,Masuaku,43,-2,2,0.5,19,21,20,472,0,1,2,7,1,1,0,3,118
Pablo,Zabaleta,379,Zabaleta,42,-3,2,0.5,19,21,6,198,0,0,0,5,0,0,0,0,38
Ryan,Fredericks,380,Fredericks,45,0,2,0.6,19,21,43,1357,0,1,5,24,5,0,0,3,242
Issa,Diop,381,Diop,45,0,2,2.5,19,21,28,1145,0,0,3,23,5,0,0,2,176
Fabián,Balbuena,382,Balbuena,43,-2,2,0.4,19,21,26,721,1,0,2,17,2,0,0,3,126
Winston,Reid,383,Reid,39,-1,2,4.7,19,21,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,384,Johnson,40,0,2,1.3,19,21,0,0,0,0,0,0,0,0,0,0,0
Marko,Arnautovic,385,Arnautovic,70,0,4,0.1,19,21,0,0,0,0,0,0,0,0,0,0,0
Javier,Hernández Balcázar,386,Chicharito,60,0,4,0.4,19,21,9,106,1,0,0,4,0,0,0,2,27
Alexandre Nascimento,Costa Silva,387,Xande Silva,43,-2,4,0.9,19,21,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,388,Fabianski,49,-1,1,2.0,19,21,32,573,0,0,3,8,0,0,20,4,135
Michail,Antonio,389,Antonio,69,-1,3,0.7,19,21,20,425,1,1,2,6,0,0,0,0,44
Felipe Anderson,Pereira Gomes,390,Felipe Anderson,67,-3,3,2.9,19,21,40,1075,0,3,5,21,1,0,0,0,207
Manuel,Lanzini,391,Lanzini,62,-3,3,0.7,19,21,32,730,0,3,2,12,0,0,0,3,160
Andriy,Yarmolenko,392,Yarmolenko,54,-6,3,1.4,19,21,49,822,3,1,3,14,2,0,0,8,156
Robert,Snodgrass,393,Snodgrass,52,-3,3,0.3,19,21,36,799,2,1,2,18,4,0,0,4,130
Jack,Wilshere,394,Wilshere,47,-3,3,0.2,19,21,6,174,0,0,0,4,0,0,0,0,14
Declan,Rice,395,Rice,47,-3,3,1.4,19,21,36,1530,0,0,5,28,3,0,0,0,253
Mark,Noble,396,Noble,50,0,3,0.5,19,21,44,1159,1,2,5,17,2,0,0,2,177
Carlos,Sánchez,397,Carlos Sánchez,44,-1,3,0.3,19,21,5,51,0,0,0,0,0,0,0,0,13
Grady,Diangana,398,Diangana,44,-1,3,0.1,19,21,0,0,0,0,0,0,0,0,0,0,0
Pablo,Fornals,399,Fornals,60,-5,3,0.3,19,21,36,864,0,3,3,17,1,0,0,0,125
Pedro,Obiang,400,Obiang,45,0,3,0.0,19,21,0,0,0,0,0,0,0,0,0,0,0
Roberto,Jimenez Gago,450,Roberto,44,-1,1,0.5,19,21,17,596,0,0,0,15,0,0,34,1,120
Sébastien,Haller,457,Haller,70,-5,4,2.3,19,21,63,1271,5,2,4,23,1,0,0,8,226
Albian,Ajeti,514,Ajeti,57,-3,4,0.0,19,21,5,101,0,0,0,3,0,0,0,0,8
David,Martin,553,Martin,41,1,1,1.9,19,21,18,360,0,0,2,5,1,0,13,2,78
Nathan,Holland,568,Holland,45,0,3,0.0,19,21,2,31,0,0,0,1,0,0,0,0,10
Matt,Doherty,401,Doherty,61,1,2,4.5,20,39,64,1247,2,3,3,15,1,0,0,5,220
Jonathan,Castro Otto,402,Jonny,54,-1,2,1.1,20,39,46,1449,1,1,3,19,4,0,0,0,229
Conor,Coady,403,Coady,50,0,2,1.5,20,39,47,1620,0,0,4,22,2,0,0,2,279
Ryan,Bennett,404,Bennett,49,-1,2,0.3,20,39,18,459,0,0,2,6,2,0,0,0,90
Willy,Boly,405,Boly,48,-2,2,2.3,20,39,34,720,0,1,3,7,0,1,0,7,170
Rúben Gonçalo,Silva Nascimento Vinagre,406,Vinagre,42,-3,2,0.2,20,39,10,190,0,0,1,3,1,0,0,0,46
Romain,Saïss,407,Saïss,44,-1,2,0.5,20,39,34,1051,2,1,2,17,7,1,0,1,178
Max,Kilman,408,Kilman,40,0,2,2.3,20,39,2,90,0,0,0,1,0,0,0,0,9
Raúl,Jiménez,409,Jiménez,75,0,4,17.6,20,39,92,1559,7,5,5,20,2,0,0,15,333
Diogo,Jota,410,Jota,61,-4,4,3.4,20,39,48,1212,3,1,3,18,3,0,0,6,153
Rui Pedro,dos Santos Patrício,411,Patrício,52,2,1,11.0,20,39,68,1620,0,0,4,22,0,0,50,4,306
John,Ruddy,412,Ruddy,43,-2,1,0.4,20,39,0,0,0,0,0,0,0,0,0,0,0
Will,Norris,413,Norris,40,0,1,0.6,20,39,0,0,0,0,0,0,0,0,0,0,0
Rúben Diogo,da Silva Neves,414,Neves,53,-2,3,5.1,20,39,47,1409,2,0,4,19,4,0,0,4,216
João Filipe Iria,Santos Moutinho,415,Moutinho,54,-1,3,5.8,20,39,63,1529,1,5,4,20,4,0,0,9,324
Morgan,Gibbs-White,416,Gibbs-White,47,-3,3,0.1,20,39,7,119,0,1,0,2,0,0,0,0,28
Adama,Traoré,417,Traoré,53,3,3,6.6,20,39,67,1368,3,3,3,19,0,0,0,9,277
Hélder,Costa,418,Costa,49,-1,3,0.0,20,39,0,0,0,0,0,0,0,0,0,0,0
Ivan,Cavaleiro,419,Cavaleiro,49,-1,3,0.0,20,39,0,0,0,0,0,0,0,0,0,0,0
Leander,Dendoncker,420,Dendoncker,44,-1,3,10.0,20,39,42,1490,1,0,4,19,2,0,0,3,200
Jesús,Vallejo Lázaro,473,Vallejo,47,-3,2,0.2,20,39,1,162,0,0,0,6,1,0,0,0,22
Patrick,Cutrone,487,Cutrone,56,-4,4,0.5,20,39,23,292,2,0,1,6,0,0,0,0,69
Pedro,Lomba Neto,528,Neto,50,0,3,0.0,20,39,16,186,0,2,0,1,1,0,0,0,49
Bernard,Ashley-Seal,559,Ashley-Seal,45,0,4,0.0,20,39,0,0,0,0,0,0,0,0,0,0,0
Taylor,Perry,560,Perry,45,0,3,0.0,20,39,0,0,0,0,0,0,0,0,0,0,0
Owen,Otasowie,566,Otasowie,45,0,3,0.0,20,39,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,567,Cundle,45,0,3,0.0,20,39,0,0,0,0,0,0,0,0,0,0,0
