first_name,second_name,id,web_name,now_cost,cost_change_start,element_type,selected_by_percent,team,team_code,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps
Fernando,Luiz Rosa,221,Fernandinho,52,-3,3,0.7,11,43,22,1033,0,0,4,12,2,1,0,0,176
Ilkay,Gündogan,222,Gündogan,52,-3,3,1.3,11,43,25,907,1,0,2,15,5,0,0,1,173
José Ángel,Esmorís Tasende,440,Angeliño,47,-3,2,0.3,11,43,11,422,0,1,0,7,1,0,0,1,94
Rodrigo,Hernandez,443,Rodrigo,54,-1,3,1.1,11,43,42,1061,2,1,4,16,3,0,0,3,259
João Pedro Cavaco,Cancelo,518,Cancelo,53,-2,2,0.9,11,43,19,397,0,0,2,3,1,0,0,3,105
Eric,Garcia,544,Garcia,45,0,2,0.0,11,43,2,32,0,0,0,1,0,0,0,0,7
Scott,Carson,562,Carson,40,0,1,0.0,11,43,0,0,0,0,0,0,0,0,0,0,0
Aaron,Wan-Bissaka,122,Wan-Bissaka,53,-2,2,14.7,12,1,31,1250,0,0,2,17,4,0,0,3,223
Harry,Maguire,160,Maguire,53,-2,2,10.9,12,1,34,1440,0,0,2,19,2,0,0,0,226
Chris,Smalling,223,Smalling,53,-2,2,0.1,12,1,0,0,0,0,0,0,0,0,0,0,0
Ashley,Young,224,Young,54,-1,2,0.4,12,1,18,863,0,0,1,10,5,0,0,0,136
Victor,Lindelöf,225,Lindelöf,53,-2,2,1.2,12,1,41,1350,1,0,2,18,2,0,0,3,241
Luke,Shaw,226,Shaw,54,-1,2,0.6,12,1,12,315,0,0,1,3,1,0,0,0,59
Marcos,Rojo,227,Rojo,48,-2,2,0.1,12,1,3,121,0,0,0,2,1,0,0,0,9
Eric,Bailly,228,Bailly,49,-1,2,0.0,12,1,0,0,0,0,0,0,0,0,0,0,0
José Diogo,Dalot Teixeira,229,Dalot,49,-1,2,0.1,12,1,1,59,0,0,0,0,0,0,0,0,8
Matteo,Darmian,230,Darmian,49,-1,2,0.0,12,1,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,231,Jones,48,-2,2,0.1,12,1,1,45,0,0,0,1,0,0,0,0,4
Romelu,Lukaku,232,Lukaku,85,0,4,0.3,12,1,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,233,Rashford,90,5,4,25.3,12,1,101,1396,10,5,3,17,2,0,0,20,370
Mason,Greenwood,234,Greenwood,43,-2,4,10.3,12,1,17,217,1,0,0,5,0,0,0,0,59
David,de Gea,235,de Gea,55,0,1,13.0,12,1,50,1440,0,0,2,19,1,0,47,5,248
Sergio,Romero,236,Romero,48,-2,1,0.2,12,1,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,237,Grant,48,-2,1,0.1,12,1,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,238,Pogba,84,-1,3,3.0,12,1,15,450,0,2,1,5,0,0,0,0,67
Anthony,Martial,239,Martial,76,1,3,6.5,12,1,52,768,4,3,3,10,1,0,0,4,122
Alexis,Sánchez,240,Sánchez,68,-2,3,0.4,12,1,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,241,Lingard,63,-2,3,0.8,12,1,17,631,0,0,1,9,2,0,0,0,62
Juan,Mata,242,Mata,62,-3,3,0.3,12,1,14,372,0,0,2,5,1,0,0,0,46
Daniel,James,243,James,61,1,3,10.9,12,1,59,1342,3,4,2,18,3,0,0,2,205
Frederico,Rodrigues de Paula Santos,244,Fred,53,-2,3,0.2,12,1,18,868,0,0,0,13,3,0,0,0,126
Angel,Gomes,245,Gomes,48,-2,3,0.1,12,1,1,9,0,0,0,1,0,0,0,0,3
Andreas,Pereira,246,Pereira,50,0,3,0.5,12,1,37,979,1,1,3,13,2,0,0,1,119
Nemanja,Matic,247,Matic,48,-2,3,0.3,12,1,6,158,0,0,1,1,0,0,0,0,22
Scott,McTominay,248,McTominay,51,1,3,2.5,12,1,51,1245,2,2,2,13,1,0,0,6,208
Tahith,Chong,249,Chong,43,-2,3,0.8,12,1,2,24,0,0,0,0,0,0,0,0,4
James,Garner,250,Garner,44,-1,3,0.2,12,1,1,8,0,0,0,1,0,0,0,0,3
Axel,Tuanzebe,481,Tuanzebe,44,-1,2,0.1,12,1,7,187,0,0,0,3,0,0,0,0,30
Brandon,Williams,549,Williams,41,1,2,1.8,12,1,9,268,1,0,0,6,3,0,0,0,45
Matt,Ritchie,251,Ritchie,53,-2,2,0.1,13,4,8,270,0,0,1,4,1,0,0,0,49
Fabian,Schär,252,Schär,50,0,2,1.5,13,4,33,838,1,0,3,15,2,0,0,2,148
DeAndre,Yedlin,253,Yedlin,44,-1,2,0.1,13,4,20,556,1,0,1,8,1,0,0,0,78
Federico,Fernández,254,Fernández,44,-1,2,0.5,13,4,37,653,2,2,1,9,3,0,0,4,149
Paul,Dummett,255,Dummett,44,-1,2,0.3,13,4,33,1035,0,0,4,19,2,0,0,2,189
Javier,Manquillo,256,Manquillo,43,-2,2,0.2,13,4,24,485,0,1,2,5,2,0,0,4,95
Florian,Lejeune,257,Lejeune,44,-1,2,0.0,13,4,0,0,0,0,0,0,0,0,0,0,0
Jamaal,Lascelles,258,Lascelles,43,-2,2,3.0,13,4,38,1000,1,0,3,18,1,0,0,3,180
Ciaran,Clark,259,Clark,43,-2,2,0.7,13,4,34,765,2,0,2,9,2,0,0,2,142
Yoshinori,Muto,260,Muto,52,-3,4,0.1,13,4,5,101,0,0,0,3,0,0,0,0,9
Jose Luis,Mato Sanmartín,261,Joselu,50,0,4,0.0,13,4,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,262,Dubravka,50,0,1,1.2,13,4,60,1440,0,0,4,23,0,0,60,4,303
Karl,Darlow,263,Darlow,44,-1,1,0.1,13,4,0,0,0,0,0,0,0,0,0,0,0
Frederick,Woodman,264,Woodman,40,0,1,0.9,13,4,0,0,0,0,0,0,0,0,0,0,0
Miguel,Almirón,266,Almirón,58,-2,3,0.4,13,4,38,1338,0,1,5,20,2,0,0,0,110
Christian,Atsu,267,Atsu,54,-1,3,0.1,13,4,28,483,0,3,2,11,1,0,0,0,92
Sung-yueng,Ki,268,Ki Sung-yueng,47,-3,3,0.1,13,4,4,135,0,0,0,6,0,0,0,0,18
Jonjo,Shelvey,269,Shelvey,51,1,3,2.0,13,4,55,850,5,0,2,14,1,0,0,9,206
Sean,Longstaff,270,Longstaff,50,0,3,0.3,13,4,20,618,0,2,2,10,1,1,0,0,84
Isaac,Hayden,271,Hayden,44,-1,3,3.9,13,4,31,1122,0,2,3,21,2,1,0,2,137
Joelinton Cássio,Apolinário de Lira,466,Joelinton,56,-4,4,1.0,13,4,37,1181,1,1,2,18,2,0,0,3,110
Jack,Colback,482,Colback,44,-1,3,0.1,13,4,0,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,483,Murphy,48,-2,3,0.0,13,4,0,0,0,0,0,0,0,0,0,0,0
Jetro,Willems,498,Willems,47,2,2,3.4,13,4,58,1103,2,2,3,14,0,0,0,6,234
Rolando,Aarons,499,Aarons,48,-2,3,0.0,13,4,0,0,0,0,0,0,0,0,0,0,0
Allan,Saint-Maximin,500,Saint-Maximin,54,-1,3,0.4,13,4,31,815,1,1,2,8,0,0,0,0,107
Emil,Krafth,519,Krafth,44,-1,2,0.1,13,4,12,416,0,0,1,11,0,0,0,0,72
Andy,Carroll,520,Carroll,54,-1,4,0.1,13,4,16,226,0,2,1,4,0,0,0,0,60
Matthew,Longstaff,540,Matthew Longstaff,45,0,3,0.3,13,4,14,269,1,0,1,2,0,0,0,2,47
Dwight,Gayle,554,Gayle,50,0,4,0.0,13,4,4,45,0,0,0,1,0,0,0,0,12
Timm,Klose,272,Klose,43,-2,2,0.0,14,45,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,273,Godfrey,44,-1,2,0.2,14,45,19,1399,0,0,1,34,1,0,0,0,252
Maximillian,Aarons,274,Aarons,44,-1,2,1.1,14,45,19,1260,0,0,2,30,4,0,0,0,168
Christoph,Zimmermann,275,Zimmermann,44,-1,2,0.0,14,45,12,395,0,1,1,7,1,0,0,0,79
Jamal,Lewis,276,Lewis,45,0,2,0.3,14,45,20,1062,0,0,2,26,1,0,0,0,174
Grant,Hanley,277,Hanley,40,0,2,2.0,14,45,1,270,0,0,0,8,0,0,0,0,33
Teemu,Pukki,278,Pukki,66,1,4,17.1,14,45,84,1425,8,3,2,34,2,0,0,13,308
Dennis,Srbeny,279,Srbeny,52,-3,4,0.0,14,45,12,37,1,0,0,2,0,0,0,1,48
Tim,Krul,280,Krul,45,0,1,2.2,14,45,52,1260,0,0,2,27,1,0,54,6,290
Michael,McGovern,281,McGovern,40,0,1,6.7,14,45,11,158,0,0,0,6,0,0,7,2,46
Mario,Vrancic,282,Vrancic,62,-3,3,0.1,14,45,4,104,0,0,0,3,1,0,0,0,17
Emiliano,Buendía,283,Buendía,60,0,3,0.8,14,45,44,1157,0,4,1,29,1,0,0,3,206
Onel,Hernández,284,Hernández,53,-2,3,0.1,14,45,24,595,1,1,1,11,0,0,0,0,80
Marco,Stiepermann,285,Stiepermann,52,-3,3,0.1,14,45,19,823,0,0,1,22,3,0,0,0,66
Kenny,McLean,286,McLean,49,-1,3,0.2,14,45,34,1188,1,1,2,28,4,0,0,0,187
Todd,Cantwell,287,Cantwell,47,2,3,19.5,14,45,60,1105,4,2,2,26,1,0,0,5,198
Moritz,Leitner,288,Leitner,44,-1,3,0.2,14,45,16,683,0,0,1,16,1,0,0,0,102
Alexander,Tettey,289,Tettey,45,0,3,0.3,14,45,29,683,1,1,2,12,1,0,0,3,148
